neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
,40.6873,-73.91704,Private room,60.0,30,0,0.0,32,278
,40.7191366,-73.99476729999999,Entire home/apt,150.0,30,0,0.0,239,335
,40.87659226582444,-73.91017468864531,Private room,42.0,30,0,0.0,2,170
,40.74944,-73.9959,Entire home/apt,75.0,30,1,0.42,184,192
,40.75953976589982,-73.98987711733552,Entire home/apt,61.0,30,0,0.0,184,186
,40.79886,-73.9422,Private room,65.0,30,0,0.0,23,364
,40.7550775,-73.9810571,Entire home/apt,273.0,1,10,4.0,4,273
,40.75508,-73.98106,Entire home/apt,273.0,1,15,6.52,4,297
,40.75508,-73.98106,Entire home/apt,273.0,1,19,7.12,4,314
Neighborhood highlights,40.75554,-73.94316,Private room,200.0,1,22,11.0,3,264
Neighborhood highlights,40.75762,-73.94313,Private room,227.0,1,30,14.75,3,246
Neighborhood highlights,40.75765,-73.94154,Private room,435.0,1,0,0.0,3,267
,40.69867,-73.92984,Private room,68.0,30,1,0.5,2,48
,40.6621503,-73.9950763,Entire home/apt,,30,0,0.0,3,365
,40.66381,-73.98444,Entire home/apt,120.0,180,0,0.0,2,358
,40.76376355753376,-73.7743676668575,Private room,131.0,30,0,0.0,2,179
,40.74374,-73.99109,Entire home/apt,1165.0,2,7,2.33,6,334
,40.64562,-74.01212,Private room,76.0,60,0,0.0,1,364
,40.67885,-73.90845,Private room,42.0,30,1,1.0,11,276
,40.68847,-73.95104,Entire home/apt,146.0,30,1,0.68,1,335
Neighborhood highlights,40.7580426,-73.9626979,Entire home/apt,376.0,30,0,0.0,1148,279
Neighborhood highlights,40.5668449,-73.8715429,Private room,58.0,30,0,0.0,3,356
,40.72969,-73.98839,Entire home/apt,258.0,30,0,0.0,2,362
Neighborhood highlights,40.5668449,-73.8715429,Entire home/apt,58.0,30,0,0.0,3,145
Neighborhood highlights,40.5668449,-73.8715429,Entire home/apt,109.0,30,0,0.0,3,364
,40.75475,-73.83198,Entire home/apt,99.0,30,0,0.0,5,274
,40.682205,-73.941665,Entire home/apt,,30,0,0.0,1,30
,40.8091945,-73.95240849999999,Private room,120.0,1,6,4.19,2,100
,40.5910227,-73.7890281,Entire home/apt,92.0,30,0,0.0,1,365
Neighborhood highlights,40.72577224180999,-73.93956556678187,Entire home/apt,218.0,2,0,0.0,2,300
Neighborhood highlights,40.67974,-73.96238,Entire home/apt,444.0,30,0,0.0,23,216
,40.71670807928552,-74.00845012107942,Entire home/apt,960.0,30,0,0.0,4,365
,40.76922,-73.95647,Entire home/apt,153.0,30,0,0.0,93,335
,40.68827651287316,-73.91710186584483,Private room,55.0,30,0,0.0,32,335
,40.68729315816461,-73.91886989786833,Private room,55.0,30,0,0.0,32,335
,40.6961398,-73.9234457,Entire home/apt,64.0,30,0,0.0,3,263
,40.6108644,-73.9570832,Entire home/apt,285.0,2,11,4.78,1,0
,40.71645,-73.98789,Private room,150.0,30,0,0.0,1,175
,40.66582,-73.98876,Entire home/apt,210.0,30,1,0.91,21,334
,40.7947275,-73.9417213,Entire home/apt,107.0,30,1,0.67,1,274
Neighborhood highlights,40.76343,-73.97695,Private room,357.0,1,33,14.14,3,270
Neighborhood highlights,40.7615,-73.9766,Private room,370.0,1,9,4.43,3,271
Neighborhood highlights,40.76165,-73.97679,Private room,,1,0,0.0,3,93
,40.71492759048354,-73.96019662467789,Entire home/apt,130.0,30,0,0.0,1,314
,40.76088427656858,-73.98550757766253,Entire home/apt,279.0,30,0,0.0,165,345
,40.79203,-73.94517,Private room,67.0,30,0,0.0,1,365
,40.76449,-73.97663,Entire home/apt,199.0,30,0,0.0,26,359
,40.66075,-73.94949,Entire home/apt,220.0,30,0,0.0,1,173
,40.7560223,-73.8674394,Private room,103.0,31,0,0.0,1,89
,40.6788,-73.90778,Private room,61.0,30,0,0.0,11,227
,40.68962344526099,-73.9080895437093,Private room,70.0,30,0,0.0,15,342
,40.68881181882638,-73.91044272164426,Private room,61.0,30,0,0.0,15,342
,40.76514176916754,-73.96755405737095,Private room,1202.0,3,7,2.47,2,277
,40.76375,-73.97029,Private room,1257.0,3,7,4.2,2,325
Neighborhood highlights,40.75508,-73.98106,Entire home/apt,273.0,1,3,2.81,2,313
,40.76093,-73.88576,Entire home/apt,250.0,75,0,0.0,2,358
,40.79752666164599,-73.96431760088383,Shared room,34.0,30,1,0.94,15,314
,40.79554,-73.96372,Shared room,36.0,30,0,0.0,15,314
,40.80023344674856,-73.9599324996504,Private room,160.0,30,0,0.0,1,365
,40.76120323367159,-73.96507764396547,Entire home/apt,202.0,30,0,0.0,1,60
,40.73703,-73.98118,Entire home/apt,333.0,30,1,0.63,1,294
,40.74963,-73.99635,Entire home/apt,72.0,30,2,1.03,184,157
,40.74962,-73.99792,Entire home/apt,72.0,30,0,0.0,184,139
,40.69005,-73.90957,Shared room,43.0,30,0,0.0,15,304
,40.75972,-73.98983,Entire home/apt,,30,0,0.0,184,227
,40.76103,-73.98972,Entire home/apt,53.0,30,0,0.0,184,132
,40.74335,-73.91689,Entire home/apt,457.0,2,5,2.94,1,151
,40.8363,-73.9398,Entire home/apt,351.0,30,0,0.0,1,364
,40.69454,-73.93389,Private room,61.0,30,0,0.0,22,308
,40.69444693529972,-73.93258332803525,Private room,61.0,30,0,0.0,41,308
,40.84388,-73.93982,Entire home/apt,132.0,30,0,0.0,1,365
,40.70766715666966,-74.00501667859201,Entire home/apt,230.0,30,0,0.0,23,364
,40.67913,-73.90835,Private room,43.0,30,1,0.61,11,140
,40.74539,-73.99722,Entire home/apt,132.0,50,0,0.0,184,211
,40.73124,-73.99892,Entire home/apt,68.0,30,0,0.0,184,227
,40.74759,-73.97734,Entire home/apt,140.0,30,0,0.0,184,293
,40.75383170000001,-73.99820749999999,Private room,144.0,30,0,0.0,5,305
,40.67342,-73.9162,Private room,99.0,30,0,0.0,2,365
,40.67842,-73.90948,Private room,79.0,30,0,0.0,2,365
,40.8155575,-73.9414651,Private room,93.0,30,0,0.0,1,90
,40.70478,-73.82542,Private room,48.0,30,0,0.0,1,169
Neighborhood highlights,40.75199911170677,-73.98355970621964,Private room,406.0,1,21,10.5,8,209
,40.81033,-73.95238,Private room,102.0,2,5,3.26,1,168
,40.7754086,-73.9544275,Entire home/apt,230.0,30,0,0.0,1,365
Neighborhood highlights,40.7499484,-73.94033139999999,Entire home/apt,348.0,30,0,0.0,1148,228
Neighborhood highlights,40.7153294,-73.9553605,Entire home/apt,409.0,30,0,0.0,1148,266
Neighborhood highlights,40.68206869999999,-73.9674302,Entire home/apt,263.0,30,0,0.0,1148,296
Neighborhood highlights,40.75064,-73.98511,Private room,414.0,1,9,5.0,8,209
Neighborhood highlights,40.75055894622746,-73.98523370244534,Private room,559.0,1,0,0.0,8,209
Neighborhood highlights,40.75152,-73.98317,Private room,,1,0,0.0,8,0
Neighborhood highlights,40.75159,-73.98506,Private room,755.0,1,1,0.88,8,182
Neighborhood highlights,40.74982412526097,-73.98463570771099,Private room,426.0,1,0,0.0,8,208
Neighborhood highlights,40.75144,-73.98494,Private room,763.0,1,1,0.73,8,208
Neighborhood highlights,40.68206869999999,-73.9674302,Entire home/apt,276.0,30,0,0.0,1148,291
,40.70442,-73.90599,Private room,102.0,30,0,0.0,1,364
,40.78785,-73.98112,Entire home/apt,1009.0,30,0,0.0,12,363
,40.85115,-73.84839,Private room,71.0,30,0,0.0,2,359
,40.75944759445894,-73.98985061919429,Entire home/apt,,30,0,0.0,184,184
,40.80078,-73.96029,Private room,153.0,30,0,0.0,1,365
Neighborhood highlights,40.6858491,-73.9553957,Entire home/apt,457.0,30,0,0.0,85,61
Neighborhood highlights,40.64700770594772,-74.01854265886543,Private room,62.0,30,0,0.0,1,334
,40.70107,-73.91543,Private room,64.0,30,1,0.59,41,318
,40.69985,-73.91524,Private room,65.0,30,0,0.0,32,365
Neighborhood highlights,40.75022621978831,-73.98508362175697,Private room,583.0,1,1,1.0,8,209
,40.64486807263162,-74.00160441230943,Private room,55.0,30,0,0.0,3,350
,40.76529741707041,-73.9776249602437,Entire home/apt,280.0,30,0,0.0,2,139
Neighborhood highlights,40.7963726,-73.9732822,Entire home/apt,250.0,30,0,0.0,2,87
,40.65962,-73.99739,Entire home/apt,126.0,30,1,0.58,1,293
,40.6919697,-73.9041769,Entire home/apt,195.0,30,0,0.0,1,300
Neighborhood highlights,40.75878,-73.9966,Entire home/apt,,30,0,0.0,3,6
Neighborhood highlights,40.75878,-73.9966,Entire home/apt,,30,0,0.0,5,2
Neighborhood highlights,40.758245,-73.99362099999999,Entire home/apt,,1,9,3.38,5,299
Neighborhood highlights,40.758245,-73.99362099999999,Entire home/apt,,2,11,5.08,5,222
Neighborhood highlights,40.758245,-73.99362099999999,Entire home/apt,,2,5,2.08,5,268
Neighborhood highlights,40.758245,-73.99362099999999,Entire home/apt,,1,5,1.88,5,255
,40.76923883281047,-73.93249091724796,Entire home/apt,1254.0,1,0,0.0,2,315
Neighborhood highlights,40.78071,-73.98103,Entire home/apt,606.0,1,0,0.0,12,235
Neighborhood highlights,40.7324978,-73.9965769,Entire home/apt,479.0,30,0,0.0,241,305
Neighborhood highlights,40.7324978,-73.9965769,Entire home/apt,636.0,30,1,0.64,241,299
,40.7563378,-73.98221699999999,Entire home/apt,330.0,30,1,0.7,8,180
,40.7563378,-73.98221699999999,Entire home/apt,290.0,30,0,0.0,8,365
,40.76578,-73.99427,Entire home/apt,383.0,30,0,0.0,10,365
,40.74825319933502,-73.94343004099673,Entire home/apt,160.0,30,0,0.0,1,31
,40.66176,-73.72908,Private room,122.0,30,0,0.0,1,364
Neighborhood highlights,40.75878,-73.9966,Entire home/apt,,30,0,0.0,5,6
,40.71943,-73.98234,Entire home/apt,520.0,4,0,0.0,3,164
,40.75314,-73.96945,Entire home/apt,,30,0,0.0,1,0
,40.70709,-74.00199,Entire home/apt,375.0,30,0,0.0,3,365
,40.64369,-74.00088,Private room,50.0,30,1,0.64,3,345
,40.81852,-73.94575,Entire home/apt,105.0,30,0,0.0,3,327
Neighborhood highlights,40.7338958,-73.981368,Entire home/apt,477.0,30,0,0.0,12,293
,40.66059205378565,-73.9300437005245,Entire home/apt,180.0,30,0,0.0,12,333
,40.75113,-73.99687,Entire home/apt,67.0,30,0,0.0,184,116
,40.6922,-73.99667,Entire home/apt,392.0,30,0,0.0,85,234
Neighborhood highlights,40.71774,-73.99791,Entire home/apt,,30,1,1.0,12,333
,40.64191578435212,-73.94435255039042,Private room,204.0,4,2,2.0,1,151
,40.698401,-73.9323332,Entire home/apt,266.0,30,0,0.0,1,300
,40.70227479296873,-73.98916181176901,Entire home/apt,,2,5,2.05,1,285
Neighborhood highlights,40.71036,-74.00952,Private room,517.0,1,0,0.0,10,150
,40.67936,-73.96323,Entire home/apt,159.0,30,0,0.0,1,306
,40.7141,-73.99174,Shared room,526.0,30,0,0.0,3,365
,40.71779413297723,-73.80670127573556,Private room,50.0,30,0,0.0,2,355
,40.69864,-73.90735,Entire home/apt,180.0,30,0,0.0,3,67
,40.65138,-73.93518,Private room,101.0,30,0,0.0,2,285
,40.6762363,-73.9607901,Entire home/apt,179.0,30,0,0.0,1,285
,40.67957165086643,-73.93216638015357,Private room,54.0,30,0,0.0,10,151
,40.72341,-73.98986,Entire home/apt,549.0,30,1,1.0,1,307
,40.76069,-73.99181,Entire home/apt,53.0,30,1,0.91,184,130
,40.75883,-73.99154,Entire home/apt,53.0,30,1,0.83,184,43
,40.75917,-73.99197,Entire home/apt,53.0,30,0,0.0,184,244
,40.75917,-73.99019,Entire home/apt,53.0,30,0,0.0,184,50
,40.68436170643862,-73.94265156355134,Entire home/apt,207.0,30,0,0.0,1,351
,40.66488,-73.75084,Private room,99.0,1,0,0.0,1,344
,40.68150892107864,-73.84558059497697,Private room,150.0,30,0,0.0,1,365
,40.73711185503353,-73.9257043769857,Private room,92.0,40,0,0.0,1,142
,40.76311,-73.96197,Entire home/apt,116.0,30,0,0.0,90,354
,40.71318998013218,-73.99531203666606,Private room,47.0,30,1,0.63,13,335
,40.78843,-73.97972,Entire home/apt,1513.0,30,0,0.0,12,362
,40.70756,-73.9413,Private room,63.0,30,0,0.0,1,274
,40.70814344095891,-74.00222725036345,Private room,681.0,3,5,3.33,7,335
,40.70665177438569,-74.0020631584751,Private room,585.0,3,3,2.5,7,353
,40.70787677406907,-74.00061923697311,Private room,591.0,3,5,4.17,7,339
,40.70627,-74.00223,Private room,585.0,3,4,3.33,7,323
,40.67403,-74.0099,Entire home/apt,120.0,30,0,0.0,2,121
,40.77147,-73.95657,Entire home/apt,153.0,30,0,0.0,93,320
Neighborhood highlights,40.7486839,-73.977654,Entire home/apt,319.0,30,0,0.0,1148,217
,40.7677253,-73.9915642,Entire home/apt,421.0,30,0,0.0,1148,298
,40.81091,-73.94401,Private room,180.0,1,3,3.0,1,338
Neighborhood highlights,40.7486839,-73.977654,Entire home/apt,447.0,30,0,0.0,1148,360
Neighborhood highlights,40.681919,-73.9669569,Entire home/apt,328.0,30,0,0.0,1148,70
,40.6052,-73.75128,Private room,,30,0,0.0,2,0
,40.6876,-73.92747,Private room,38.0,30,0,0.0,18,336
,40.79531,-73.94859,Private room,54.0,30,0,0.0,1,292
,40.6961398,-73.9234457,Private room,44.0,30,0,0.0,3,299
,40.74337,-73.82672,Entire home/apt,137.0,30,1,0.48,7,364
,40.68854681358382,-73.91473141222815,Private room,85.0,30,0,0.0,2,365
,40.69624104210195,-73.84617794305086,Private room,80.0,30,0,0.0,1,55
Neighborhood highlights,40.70523,-74.01127,Private room,395.0,1,60,30.0,2,260
Neighborhood highlights,40.70449407982341,-74.01317681703549,Private room,409.0,1,3,1.88,2,259
Neighborhood highlights,40.752235,-74.00387789999999,Entire home/apt,1048.0,30,0,0.0,23,292
,40.71266,-73.96181,Entire home/apt,176.0,30,0,0.0,1,363
,40.6468,-73.9484,Private room,,30,0,0.0,3,365
,40.68898657924585,-73.9224361628294,Private room,52.0,30,0,0.0,3,61
,40.7304298823468,-73.9891444502266,Entire home/apt,214.0,30,0,0.0,1,154
,40.71176,-73.96617,Private room,312.0,30,0,0.0,1,364
,40.68698603840567,-73.91198346252945,Entire home/apt,160.0,30,0,0.0,2,319
,40.7123557,-73.96618649999999,Entire home/apt,160.0,30,0,0.0,1,270
,40.68452103116669,-73.79809917790985,Private room,,30,0,0.0,1,364
,40.70189,-73.92438,Private room,82.0,31,0,0.0,1,365
,40.74564,-73.98191,Entire home/apt,265.0,30,0,0.0,26,335
,40.7677253,-73.9915642,Entire home/apt,507.0,30,0,0.0,1148,275
,40.6859,-73.95648,Private room,,30,0,0.0,1,213
,40.76304562660343,-73.96351063407099,Entire home/apt,116.0,30,0,0.0,7,325
,40.7387728,-73.9987553,Entire home/apt,457.0,30,0,0.0,3,365
,40.73769,-73.99795,Entire home/apt,454.0,30,0,0.0,3,365
Neighborhood highlights,40.5873175,-73.9689361,Private room,49.0,30,1,0.75,3,273
,40.82139,-73.95589,Private room,60.0,30,0,0.0,4,363
Neighborhood highlights,40.77145609999999,-73.9551546,Entire home/apt,312.0,30,0,0.0,1148,245
,40.67523,-73.9828,Entire home/apt,172.0,30,0,0.0,5,175
,40.6806059,-73.9045612,Private room,318.0,2,3,2.25,2,365
,40.75180483701199,-73.97207695855579,Entire home/apt,252.0,30,0,0.0,1,106
,40.7563378,-73.98221699999999,Entire home/apt,320.0,30,0,0.0,8,270
,40.75933270000001,-73.99099919999999,Entire home/apt,608.0,30,0,0.0,1,333
,40.70843124001043,-74.00173084875955,Private room,713.0,3,4,1.94,7,336
,40.70676807625199,-74.00199036173407,Private room,572.0,3,3,3.0,7,332
,40.70775,-74.00173,Private room,835.0,3,4,3.24,7,350
Neighborhood highlights,40.7516107,-73.9690004,Entire home/apt,297.0,60,0,0.0,1148,47
,40.73911,-73.99279,Entire home/apt,140.0,30,0,0.0,1,199
,40.87693,-73.87803,Private room,56.0,30,0,0.0,4,356
,40.62153024791185,-74.08552368061584,Private room,26.0,30,0,0.0,1,71
Neighborhood highlights,40.7516107,-73.9690004,Entire home/apt,298.0,60,0,0.0,1148,225
,40.660456437649614,-73.95434331518703,Private room,48.0,30,0,0.0,254,119
,40.63884772950532,-74.0148619449643,Private room,49.0,30,0,0.0,254,83
,40.64691954340085,-74.0123497041717,Private room,,30,0,0.0,254,65
,40.7563378,-73.98221699999999,Entire home/apt,351.0,30,0,0.0,8,270
,40.7563378,-73.98221699999999,Entire home/apt,419.0,30,0,0.0,8,270
Neighborhood highlights,40.7155599,-73.9604588,Entire home/apt,427.0,30,0,0.0,23,329
,40.7563378,-73.98221699999999,Entire home/apt,354.0,30,0,0.0,8,270
,40.65503,-73.94445,Entire home/apt,100.0,30,0,0.0,1,344
,40.6376954,-73.9084968,Entire home/apt,120.0,30,0,0.0,4,363
,40.66873374066951,-73.94209653555005,Private room,49.0,30,0,0.0,4,321
,40.650941198137325,-73.97361966913141,Entire home/apt,147.0,30,0,0.0,1,333
,40.799819,-73.959645,Entire home/apt,254.0,30,0,0.0,3,365
,40.67035,-73.99212,Entire home/apt,153.0,30,0,0.0,2,150
,40.76294,-73.80125,Entire home/apt,195.0,30,0,0.0,2,301
,40.662054062526494,-73.95442278686708,Private room,48.0,30,0,0.0,254,53
,40.72387652688671,-73.98589702646701,Private room,78.0,30,0,0.0,254,54
Neighborhood highlights,40.75095,-73.9841,Hotel room,50000.0,1,0,0.0,15,217
Neighborhood highlights,40.7509542,-73.9841004,Hotel room,50000.0,1,0,0.0,15,222
Neighborhood highlights,40.75095,-73.9841,Hotel room,50000.0,1,0,0.0,15,222
Neighborhood highlights,40.75095,-73.9841,Hotel room,50000.0,1,0,0.0,15,189
Neighborhood highlights,40.7509542,-73.9841004,Hotel room,50000.0,1,0,0.0,15,189
Neighborhood highlights,40.75095,-73.9841,Hotel room,,1,0,0.0,15,256
Neighborhood highlights,40.7509542,-73.9841004,Hotel room,50000.0,1,0,0.0,15,0
Neighborhood highlights,40.75095,-73.9841,Hotel room,,1,0,0.0,15,256
Neighborhood highlights,40.7509542,-73.9841004,Hotel room,50000.0,1,0,0.0,15,0
Neighborhood highlights,40.75095,-73.9841,Hotel room,50000.0,1,0,0.0,15,268
Neighborhood highlights,40.75095,-73.9841,Hotel room,50000.0,1,0,0.0,15,255
Neighborhood highlights,40.75095,-73.9841,Hotel room,50000.0,1,0,0.0,15,190
Neighborhood highlights,40.75095,-73.9841,Hotel room,,1,0,0.0,15,249
Neighborhood highlights,40.75095,-73.9841,Hotel room,50000.0,1,0,0.0,15,268
Neighborhood highlights,40.75095,-73.9841,Hotel room,50000.0,1,0,0.0,15,244
,40.7556412831711,-73.982188253825,Entire home/apt,325.0,1,7,5.0,8,272
,40.71906,-73.95261,Entire home/apt,254.0,30,0,0.0,1,221
,40.7267784,-73.9862398,Entire home/apt,301.0,30,0,0.0,12,350
,40.71532,-73.94607,Entire home/apt,228.0,30,0,0.0,1,44
,40.82501202798772,-73.94542239736305,Private room,65.0,30,0,0.0,6,336
,40.66785,-73.91253,Private room,129.0,30,0,0.0,1,358
,40.75308340504431,-73.99547146574302,Entire home/apt,200.0,30,0,0.0,1,286
,40.72397,-73.94838,Private room,192.0,30,0,0.0,1,205
,40.73877,-73.96048,Entire home/apt,305.0,60,0,0.0,1,270
,40.71322,-73.96303,Entire home/apt,,30,0,0.0,1,0
,40.685645921261774,-73.97895771382527,Private room,99.0,30,0,0.0,3,305
,40.76299288052917,-73.96012536297256,Private room,81.0,30,0,0.0,2,291
,40.64554,-73.92068,Private room,91.0,30,0,0.0,1,89
,40.78316,-73.97371,Entire home/apt,120.0,30,0,0.0,239,344
,40.82568,-73.94354,Entire home/apt,120.0,30,0,0.0,3,88
,40.72019,-74.0033,Private room,500.0,30,0,0.0,1,242
Neighborhood highlights,40.68806,-73.85066,Private room,102.0,30,0,0.0,1,365
,40.80845,-73.94124,Entire home/apt,77.0,30,0,0.0,1,97
Neighborhood highlights,40.7472837,-73.94109399999999,Entire home/apt,227.0,30,0,0.0,1,210
Neighborhood highlights,40.68206869999999,-73.9674302,Entire home/apt,463.0,30,0,0.0,1148,301
,40.6929312,-73.8495563,Entire home/apt,230.0,1,13,7.8,2,146
,40.67299,-73.91765,Private room,52.0,30,0,0.0,3,338
,40.69754813579209,-73.93644729374677,Entire home/apt,130.0,30,1,1.0,1,121
,40.667,-73.95264,Private room,47.0,30,0,0.0,5,335
Neighborhood highlights,40.69249,-73.94363899999999,Entire home/apt,255.0,30,0,0.0,85,330
,40.67713964884757,-73.93398822971466,Private room,91.0,30,0,0.0,10,336
,40.8441,-73.92118,Entire home/apt,144.0,30,0,0.0,1,365
,40.75634,-73.98222,Entire home/apt,330.0,30,0,0.0,8,365
,40.78425037259687,-73.97411085155548,Entire home/apt,115.0,30,0,0.0,239,328
,40.68839782265645,-73.92330860794065,Private room,46.0,30,0,0.0,2,334
,40.72728,-73.95256,Private room,131.0,30,0,0.0,1,274
,40.6932267,-73.9259632,Entire home/apt,207.0,30,0,0.0,36,275
,40.7222964,-73.9990923,Entire home/apt,1095.0,30,0,0.0,36,336
,40.7223151,-73.9991046,Entire home/apt,720.0,30,0,0.0,36,322
Neighborhood highlights,40.6517856,-74.0044657,Hotel room,50000.0,1,1,0.83,5,293
,40.7176167,-73.95707879999999,Entire home/apt,210.0,30,0,0.0,36,343
,40.71851,-73.98621,Entire home/apt,195.0,30,0,0.0,241,364
,40.75277,-73.97133,Entire home/apt,300.0,30,0,0.0,1,249
Neighborhood highlights,40.7193634,-73.985112,Entire home/apt,,30,0,0.0,241,66
,40.67158,-73.93384,Entire home/apt,,30,0,0.0,1,12
,40.76612,-73.91428,Entire home/apt,120.0,30,1,1.0,1,254
,40.6501,-74.0095,Private room,67.0,30,1,0.91,1,177
,40.80854,-73.95428,Entire home/apt,135.0,30,0,0.0,8,335
Neighborhood highlights,40.71737052015784,-74.00152761542176,Private room,399.0,1,1,1.0,1,225
,40.68538,-73.93682,Private room,134.0,30,0,0.0,1,349
,40.7294328,-73.9983639,Entire home/apt,878.0,30,0,0.0,36,304
,40.7222964,-73.9990923,Entire home/apt,639.0,30,0,0.0,36,325
,40.6932267,-73.9259632,Entire home/apt,366.0,30,0,0.0,36,341
,40.7176901,-74.0053795,Entire home/apt,492.0,30,0,0.0,36,317
,40.74270539973349,-73.99617851830726,Entire home/apt,219.0,30,1,1.0,1,103
Neighborhood highlights,40.6878159,-73.9903282,Entire home/apt,1031.0,30,0,0.0,23,199
Neighborhood highlights,40.825448,-73.9464641,Private room,74.0,30,0,0.0,6,363
Neighborhood highlights,40.82545,-73.94646,Private room,64.0,30,0,0.0,6,336
,40.76699072788716,-73.93366470281221,Entire home/apt,215.0,30,0,0.0,1,325
Neighborhood highlights,40.74375,-73.97332,Entire home/apt,,31,0,0.0,41,0
Neighborhood highlights,40.766351,-73.98711209999999,Entire home/apt,175.0,30,0,0.0,41,330
Neighborhood highlights,40.76307,-73.99035,Entire home/apt,179.0,30,0,0.0,41,346
,40.77607,-73.9552,Entire home/apt,272.0,30,0,0.0,10,303
Neighborhood highlights,40.8020449,-73.9553153,Entire home/apt,196.0,30,0,0.0,47,354
