neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Neighborhood highlights,40.71498,-73.98714,Entire home/apt,253.0,30,55,1.53,3,325
,40.69368,-73.75805,Private room,96.0,3,55,1.52,3,266
,40.7225,-73.84373,Private room,50.0,30,13,0.36,1,89
,40.65796,-74.00293,Private room,,300,2,0.06,1,0
,40.71686,-73.99865,Private room,360.0,30,9,0.26,2,365
,40.68827098804474,-73.75043444608625,Private room,,28,13,0.41,4,216
,40.68865,-73.74994,Private room,55.0,5,27,0.79,4,342
,40.59686809999999,-73.7777662,Private room,89.0,30,0,0.0,2,365
,40.68483,-73.9456,Entire home/apt,134.0,30,2,0.14,4,333
Neighborhood highlights,40.71443,-73.94351,Entire home/apt,450.0,30,3,0.09,1,287
Neighborhood highlights,40.74782,-73.98652,Private room,,1,0,0.0,49,324
Neighborhood highlights,40.69982,-73.90859,Private room,106.0,30,65,1.8,9,266
,40.739643000492215,-73.8646026495428,Private room,165.0,30,54,1.52,1,365
,40.5960031,-74.0924974,Private room,62.0,30,39,1.08,1,365
,40.708,-73.94707,Entire home/apt,,30,0,0.0,1,0
,40.84336,-73.94234,Private room,40.0,30,5,0.14,2,232
,40.6826774,-73.95034439999999,Private room,117.0,3,102,2.88,1,26
,40.83673,-73.8599,Private room,99.0,30,47,1.3,1,365
Neighborhood highlights,40.72008,-74.00157,Entire home/apt,312.0,1,111,3.16,17,344
Neighborhood highlights,40.78125,-73.95217,Entire home/apt,98.0,30,7,0.21,13,335
,40.6300652,-73.90512199999999,Private room,80.0,30,1,0.03,1,269
,40.7911888,-73.9737101,Entire home/apt,,31,0,0.0,1148,45
Neighborhood highlights,40.7448909,-73.9568403,Entire home/apt,,31,0,0.0,1148,214
,40.62121,-74.13207,Private room,91.0,1,29,0.94,1,353
Neighborhood highlights,40.68045341869496,-73.91119741859933,Entire home/apt,220.0,30,4,0.13,15,365
Neighborhood highlights,40.65576,-73.91414,Private room,70.0,30,2,0.06,15,365
,40.817417,-73.9529775,Private room,70.0,30,42,1.17,2,337
,40.68705376251765,-73.77479948932846,Private room,,30,0,0.0,1,363
,40.6517,-73.95196,Private room,37.0,30,2,0.06,567,365
Neighborhood highlights,40.8125762,-73.9178974,Private room,,30,61,1.7,2,0
,40.67994,-73.8623,Private room,,30,2,0.06,1,0
Neighborhood highlights,40.70389,-73.93468,Private room,,30,22,0.61,1,0
Neighborhood highlights,40.65884,-73.75586,Entire home/apt,220.0,30,49,1.36,1,362
,40.7733145,-73.9505648,Entire home/apt,234.0,30,10,0.28,1,332
,40.703390780350695,-73.78421613143061,Private room,154.0,2,54,1.57,4,228
,40.7482,-73.98824,Entire home/apt,404.0,1,112,3.78,13,44
,40.74444,-73.94743,Entire home/apt,491.0,50,0,0.0,1,88
Neighborhood highlights,40.86477,-73.86185,Private room,97.0,30,11,0.31,1,179
Neighborhood highlights,40.75351,-73.92638,Private room,111.0,3,156,4.33,3,213
Neighborhood highlights,40.71529672837713,-73.99462233573617,Entire home/apt,888.0,1,82,2.38,5,48
Neighborhood highlights,40.69477592439232,-73.93412084636181,Entire home/apt,,30,0,0.0,1,0
,40.802281,-73.94914399999999,Private room,125.0,3,57,1.59,1,49
Neighborhood highlights,40.76152,-73.9119,Private room,181.0,30,19,0.53,2,365
Neighborhood highlights,40.67445,-73.98015,Entire home/apt,150.0,30,2,0.14,2,187
Neighborhood highlights,40.72056,-73.74731,Private room,,30,4,0.11,1,0
,40.6621157,-73.8784883,Entire home/apt,,30,12,0.35,2,0
Neighborhood highlights,40.63538,-73.96554,Entire home/apt,175.0,30,37,1.07,2,243
Neighborhood highlights,40.7327478,-74.0054936,Entire home/apt,170.0,30,7,0.26,7,341
Neighborhood highlights,40.76581,-73.98758,Entire home/apt,426.0,30,3,0.09,28,306
Neighborhood highlights,40.7018067,-73.92603919999999,Entire home/apt,,30,30,0.86,1,0
Neighborhood highlights,40.64356,-73.95053,Entire home/apt,93.0,30,29,0.81,4,352
,40.69884,-73.97665,Entire home/apt,1550.0,30,0,0.0,11,365
,40.692,-73.9476,Private room,90.0,30,26,0.72,1,270
,40.73554,-73.95968,Entire home/apt,300.0,30,0,0.0,1,365
Neighborhood highlights,40.70527,-73.89939,Entire home/apt,253.0,30,6,0.17,1,67
,40.71147,-73.95431,Entire home/apt,,30,4,0.11,1,0
Neighborhood highlights,40.70514,-73.88837,Entire home/apt,110.0,30,5,0.14,1,334
Neighborhood highlights,40.8609106,-73.8256466,Entire home/apt,73.0,30,10,0.29,2,361
Neighborhood highlights,40.8609106,-73.8256466,Entire home/apt,82.0,30,10,0.28,2,325
,40.61431,-74.03444,Private room,89.0,31,0,0.0,1,269
,40.67434,-73.8893,Private room,144.0,30,4,0.16,1,270
Neighborhood highlights,40.80811,-73.92104,Private room,150.0,1,39,1.33,1,241
,40.70834,-73.89588,Private room,49.0,30,2,0.07,12,343
,40.708339,-73.89587790000002,Private room,45.0,30,3,0.09,12,363
,40.70834,-73.89588,Private room,49.0,30,1,0.03,12,363
,40.70834,-73.89588,Private room,49.0,30,1,0.06,12,363
,40.70834,-73.89588,Private room,49.0,30,0,0.0,12,363
,40.71789,-74.0033,Entire home/apt,800.0,30,0,0.0,1,363
,40.73341,-73.95677,Entire home/apt,879.0,30,8,0.22,1,365
,40.7616901,-73.9626906,Entire home/apt,136.0,30,10,0.32,138,315
Neighborhood highlights,40.76668,-73.95427,Entire home/apt,135.0,30,0,0.0,1,90
Neighborhood highlights,40.7707911,-73.95750079999999,Entire home/apt,563.0,30,2,0.48,241,345
,40.81889,-73.9156,Entire home/apt,87.0,30,3,0.11,2,344
Neighborhood highlights,40.80488,-73.94229,Private room,115.0,30,37,1.09,1,129
Neighborhood highlights,40.62911321754182,-74.02875984472486,Entire home/apt,94.0,30,8,0.31,2,216
Neighborhood highlights,40.62911,-74.02726,Entire home/apt,703.0,30,27,0.75,2,291
,40.7616771,-73.96259870000002,Entire home/apt,,30,9,0.28,138,0
Neighborhood highlights,40.70576,-73.87454,Entire home/apt,170.0,30,28,0.78,5,356
,40.71658,-73.94426,Entire home/apt,243.0,30,0,0.0,1,123
,40.71814,-74.0039,Entire home/apt,3600.0,30,0,0.0,11,365
,40.70295961573477,-73.93621399668892,Private room,84.0,30,0,0.0,1,83
,40.7256,-73.98801,Entire home/apt,162.0,90,5,0.17,28,144
Neighborhood highlights,40.67656,-73.94792,Entire home/apt,194.0,30,16,0.44,1,363
,40.6868724,-73.9336308,Entire home/apt,,30,4,0.12,1,0
,40.76578,-73.88473,Entire home/apt,131.0,30,16,0.45,3,335
Neighborhood highlights,40.67437,-73.91958,Private room,93.0,30,0,0.0,4,62
Neighborhood highlights,40.69487,-73.94623,Private room,82.0,30,0,0.0,9,285
,40.76019,-73.9931,Entire home/apt,250.0,30,2,0.07,239,334
Neighborhood highlights,40.85091,-73.86269,Entire home/apt,56.0,30,8,0.26,8,123
Neighborhood highlights,40.69766,-73.9322,Private room,46.0,30,1,0.03,9,335
Neighborhood highlights,40.74627,-73.89329,Private room,,30,1,0.34,256,54
Neighborhood highlights,40.73732,-73.92398,Entire home/apt,500.0,2,46,1.37,6,318
Neighborhood highlights,40.74479,-73.89151,Private room,,30,0,0.0,256,57
,40.75286,-73.87668,Private room,,30,0,0.0,256,60
Neighborhood highlights,40.66479,-73.98209,Private room,,30,54,1.5,1,215
Neighborhood highlights,40.74664,-73.89794,Private room,,30,0,0.0,226,0
Neighborhood highlights,40.57393809535928,-73.96621046354066,Entire home/apt,196.0,30,37,1.14,1,365
,40.66645,-73.85619,Private room,83.0,30,0,0.0,1,365
Neighborhood highlights,40.7466,-73.89154,Private room,,30,0,0.0,215,54
Neighborhood highlights,40.74853,-73.98909,Private room,421.0,1,480,14.29,2,318
Neighborhood highlights,40.6899749,-73.92120600000001,Private room,150.0,30,56,1.56,1,365
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,210.0,30,2,0.06,241,306
Neighborhood highlights,40.7707911,-73.95750079999999,Entire home/apt,578.0,30,1,0.04,241,342
Neighborhood highlights,40.59787,-73.77807,Private room,80.0,30,1,0.03,2,365
Neighborhood highlights,40.7707911,-73.95750079999999,Entire home/apt,458.0,30,2,0.08,241,215
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,210.0,30,4,0.16,241,287
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,223.0,30,2,0.07,241,209
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,259.0,30,4,0.16,241,294
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,358.0,30,2,0.06,241,306
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,210.0,30,2,0.28,241,315
,40.74953,-73.99849,Entire home/apt,251.0,30,27,0.78,1,120
Neighborhood highlights,40.7707911,-73.95750079999999,Entire home/apt,,30,3,0.09,241,335
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,358.0,30,3,0.1,241,336
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,230.0,30,3,0.2,241,320
Neighborhood highlights,40.72725323160337,-73.99070037923096,Entire home/apt,2000.0,30,0,0.0,1,139
Neighborhood highlights,40.7707911,-73.95750079999999,Entire home/apt,380.0,30,5,0.15,241,349
,40.72073,-73.9476,Entire home/apt,,30,4,0.12,1,0
Neighborhood highlights,40.72076,-73.99995,Entire home/apt,1300.0,30,7,0.22,1,365
,40.72987,-73.98837,Entire home/apt,600.0,30,1,0.03,1,365
,40.62378,-73.93769,Private room,,30,1,0.03,1,0
Neighborhood highlights,40.63862,-74.16349,Entire home/apt,62.0,30,2,0.09,1,64
,40.84589,-73.93545,Entire home/apt,285.0,30,2,0.06,1,90
,40.65391899999999,-73.734471,Private room,,30,2,0.06,2,0
Neighborhood highlights,40.67215,-73.95298,Entire home/apt,,30,8,0.23,1,0
,40.78905,-73.97505,Entire home/apt,250.0,30,0,0.0,1,89
,40.83806,-73.93792,Private room,40.0,30,21,0.59,11,335
,40.90047,-73.84145,Entire home/apt,,7,0,0.0,2,0
,40.8388,-73.93785,Private room,44.0,30,25,0.7,11,230
,40.83679,-73.93838,Private room,42.0,30,14,0.46,11,305
Neighborhood highlights,40.74376,-73.8882,Private room,,30,1,0.04,215,0
,40.67771,-73.94853,Entire home/apt,81.0,31,1,0.55,1,286
,40.68775,-73.75868,Entire home/apt,249.0,30,247,7.04,1,234
Neighborhood highlights,40.66988,-73.80979,Entire home/apt,140.0,30,8,0.23,1,365
Neighborhood highlights,40.70725,-73.78822,Entire home/apt,125.0,1,185,5.21,1,313
,40.69284,-73.80822,Private room,45.0,30,6,0.17,2,183
Neighborhood highlights,40.69131,-73.80846,Private room,,30,6,0.18,2,0
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,259.0,30,8,0.25,241,278
Neighborhood highlights,40.6529,-73.73417,Private room,103.0,30,2,0.06,2,364
Neighborhood highlights,40.7749268,-73.9481632,Entire home/apt,205.0,30,3,0.09,241,346
Neighborhood highlights,40.74351,-73.88822,Private room,,30,1,0.03,215,0
Neighborhood highlights,40.7446,-73.87034,Private room,,30,1,0.04,215,0
Neighborhood highlights,40.67377,-73.94077,Entire home/apt,243.0,2,86,2.45,1,303
,40.7460212,-73.915042,Private room,133.0,3,102,3.66,1,134
Neighborhood highlights,40.7336747,-74.00786939999999,Entire home/apt,458.0,31,0,0.0,1148,306
,40.63636,-74.08908,Private room,40.0,30,6,0.17,3,144
,40.68751,-73.87228,Private room,70.0,30,11,0.31,3,346
,40.71117,-73.96208,Entire home/apt,,30,5,0.15,5,0
,40.68375,-73.94472,Entire home/apt,180.0,30,1,0.04,1,87
,40.76117,-73.98348,Entire home/apt,418.0,30,0,0.0,165,345
,40.70732,-74.01508,Entire home/apt,329.0,30,0,0.0,165,345
,40.83821,-73.93973,Private room,45.0,30,27,0.75,11,329
,40.688762,-73.7553818,Entire home/apt,151.0,30,24,0.67,1,270
,40.83664,-73.93794,Private room,45.0,30,16,0.45,11,338
,40.71749,-73.94933,Entire home/apt,1900.0,30,0,0.0,11,365
Neighborhood highlights,40.76559,-73.90846,Private room,,30,2,0.06,1,0
,40.63,-73.89028,Private room,86.0,30,2,0.06,1,365
,40.81632,-73.95234,Private room,70.0,30,45,1.26,2,334
Neighborhood highlights,40.73929,-73.98499,Entire home/apt,,30,2,0.11,1,0
Neighborhood highlights,40.68027,-73.89399,Entire home/apt,121.0,30,90,2.51,1,270
Neighborhood highlights,40.637888,-73.884345,Private room,93.0,2,89,2.52,2,249
Neighborhood highlights,40.70262,-73.92604,Entire home/apt,119.0,30,43,1.25,1,334
Neighborhood highlights,40.6603650801715,-73.98446995448077,Entire home/apt,80.0,30,7,0.23,3,300
Neighborhood highlights,40.70851,-73.89784,Entire home/apt,196.0,30,34,0.96,10,264
,40.70075617456048,-73.99454874376883,Private room,70.0,30,0,0.0,1,365
Neighborhood highlights,40.67925,-73.96393,Private room,93.0,30,43,1.26,1,57
,40.60401,-74.00461,Entire home/apt,68.0,30,13,0.36,2,269
Neighborhood highlights,40.76287,-73.99178,Entire home/apt,118.0,30,9,0.26,1,70
Neighborhood highlights,40.6858567,-73.8216774,Private room,130.0,2,85,2.54,1,329
Neighborhood highlights,40.86047,-73.83497,Private room,58.0,30,0,0.0,2,358
Neighborhood highlights,40.7449717,-73.9770424,Entire home/apt,412.0,31,1,0.06,1148,2
Neighborhood highlights,40.68411,-73.92986,Entire home/apt,212.0,30,0,0.0,1,363
Neighborhood highlights,40.77143,-73.98591,Entire home/apt,,30,6,0.17,1,0
,40.85179,-73.94323,Shared room,,30,1,0.03,1,0
Neighborhood highlights,40.67472,-73.95492,Private room,382.0,1,47,1.33,1,33
,40.7456,-73.95558,Entire home/apt,,90,0,0.0,1,142
,40.72979,-74.00065,Entire home/apt,1299.0,30,0,0.0,1,364
,40.65375,-73.95502,Entire home/apt,289.0,30,0,0.0,1,365
Neighborhood highlights,40.8485,-73.89664,Private room,69.0,30,0,0.0,1,358
Neighborhood highlights,40.62557260000001,-73.94347909999999,Private room,57.0,30,19,0.55,2,285
,40.68767,-73.87044,Private room,52.0,30,9,0.25,4,344
Neighborhood highlights,40.70579,-73.91047,Entire home/apt,201.0,30,24,0.69,1,365
Neighborhood highlights,40.83819,-73.86827,Private room,151.0,2,45,1.34,1,342
Neighborhood highlights,40.64799,-74.008,Entire home/apt,,30,24,0.68,1,0
,40.7758428,-73.9805925,Entire home/apt,160.0,30,8,0.23,8,263
,40.76505,-73.97916,Entire home/apt,,30,2,0.06,6,0
,40.74331,-73.98336,Entire home/apt,481.0,30,0,0.0,1,365
Neighborhood highlights,40.7489,-73.98974,Entire home/apt,,30,5,0.17,2,93
,40.680624,-73.8648753,Private room,40.0,30,2,0.06,7,355
Neighborhood highlights,40.64650109999999,-73.9622431,Entire home/apt,,30,0,0.0,1,0
,40.67982,-73.86368,Private room,45.0,30,8,0.23,7,334
Neighborhood highlights,40.6820059,-73.96747599999999,Entire home/apt,430.0,31,0,0.0,1148,335
Neighborhood highlights,40.86777,-73.86018,Entire home/apt,121.0,30,31,0.89,5,336
,40.69334,-73.94751,Private room,47.0,30,1,0.08,567,274
,40.69168,-73.94685,Private room,,30,0,0.0,567,336
Neighborhood highlights,40.71381,-73.79127,Private room,177.0,3,52,1.46,1,349
,40.6944222413176,-73.9381697790985,Private room,250.0,30,0,0.0,1,365
,40.7758428,-73.9805925,Entire home/apt,200.0,30,7,0.26,8,291
Neighborhood highlights,40.8021124,-73.9424459,Entire home/apt,122.0,30,10,0.28,1,233
Neighborhood highlights,40.76991,-73.90252,Private room,100.0,2,162,4.58,1,41
Neighborhood highlights,40.8136012,-73.9558034,Private room,139.0,3,77,2.24,1,292
Neighborhood highlights,40.74386,-73.87013,Private room,,30,0,0.0,215,0
Neighborhood highlights,40.74296,-73.87222,Private room,,30,0,0.0,215,0
Neighborhood highlights,40.76148,-73.919,Private room,,30,0,0.0,215,0
Neighborhood highlights,40.76192157361409,-73.96016044388999,Entire home/apt,150.0,30,2,0.07,1,189
,40.6967,-73.92297,Private room,,30,0,0.0,567,365
,40.71805,-73.94309,Entire home/apt,,30,1,0.03,1,0
,40.75964,-73.89954,Private room,,30,4,0.13,2,0
Neighborhood highlights,40.7932,-73.93945,Private room,286.0,30,1,0.03,1,365
,40.66667,-73.98227,Private room,275.0,30,2,0.06,1,177
,40.70664,-74.00437,Entire home/apt,198.0,30,0,0.0,1,365
Neighborhood highlights,40.71746,-73.9834,Entire home/apt,,30,24,0.69,2,0
,40.72924,-73.98552,Shared room,449.0,30,46,1.3,1,365
,40.65382,-73.95044,Private room,42.0,30,0,0.0,567,346
,40.69561,-73.93471,Private room,,30,0,0.0,567,365
,40.81149,-73.91913,Entire home/apt,128.0,30,43,1.21,4,59
Neighborhood highlights,40.78959,-73.97481,Private room,,31,31,0.87,1,165
Neighborhood highlights,40.7904,-73.94869,Private room,113.0,30,18,0.53,2,364
Neighborhood highlights,40.8623724,-73.85177310000002,Entire home/apt,304.0,30,17,0.48,1,365
Neighborhood highlights,40.8174733,-73.94419090000001,Entire home/apt,1085.0,1,5,0.18,17,262
Neighborhood highlights,40.8174733,-73.94419090000001,Entire home/apt,1771.0,1,6,0.21,17,293
,40.65905,-73.89195,Entire home/apt,83.0,30,1,0.03,1,364
,40.6658713,-73.7630236,Private room,,30,0,0.0,1,365
,40.6382,-74.02586,Private room,58.0,30,6,0.18,5,123
,40.71238,-73.99224,Entire home/apt,115.0,30,9,0.27,5,272
,40.63833,-74.0259,Private room,55.0,30,4,0.12,5,350
,40.63834,-74.02568,Private room,52.0,30,9,0.27,5,349
Neighborhood highlights,40.6649,-73.93216,Entire home/apt,113.0,30,6,0.23,1,160
,40.75814,-73.89974,Private room,,30,7,0.22,2,263
Neighborhood highlights,40.71007,-73.95406,Private room,,30,20,0.56,1,362
,40.68131,-73.8659,Private room,39.0,30,4,0.12,7,353
,40.68174,-73.86582,Private room,42.0,30,8,0.24,7,365
Neighborhood highlights,40.65383,-73.92166,Private room,212.0,2,100,2.89,1,92
Neighborhood highlights,40.66856,-73.75998,Private room,,30,20,0.56,2,0
Neighborhood highlights,40.66701,-73.76161,Private room,,30,9,0.25,2,0
Neighborhood highlights,40.6822098,-73.9185749,Entire home/apt,290.0,30,7,0.26,1,314
,40.7211,-73.98146,Entire home/apt,,30,15,0.43,1,0
Neighborhood highlights,40.7222513,-73.94317629999999,Entire home/apt,,30,1,0.03,1,0
,40.68493,-73.73011,Private room,59.0,30,6,0.17,1,365
Neighborhood highlights,40.5778228,-74.01116859999999,Entire home/apt,157.0,2,118,3.32,1,242
Neighborhood highlights,40.78218,-73.94514,Entire home/apt,119.0,30,4,0.15,1,202
,40.76498,-73.99339,Entire home/apt,,30,3,0.13,239,358
,40.76581,-73.98507,Private room,,30,15,0.45,3,0
Neighborhood highlights,40.68709,-73.96084,Entire home/apt,296.0,30,3,0.09,1,117
Neighborhood highlights,40.83363,-73.91509,Private room,146.0,30,19,0.56,3,311
,40.84612,-73.90748,Private room,46.0,30,13,0.37,11,365
,40.74114,-73.89602,Private room,,30,0,0.0,256,0
,40.71378,-73.94531,Private room,,30,1,0.91,1,0
Neighborhood highlights,40.71984,-74.00245,Private room,194.0,1,24,0.68,17,6
,40.64772,-74.00684,Private room,57.0,30,5,0.15,4,119
Neighborhood highlights,40.761248313192965,-73.88358034193516,Private room,70.0,30,42,1.19,1,269
,40.70802,-73.95291,Entire home/apt,276.0,30,0,0.0,2,270
Neighborhood highlights,40.76706,-73.87978,Entire home/apt,275.0,30,63,1.83,3,294
Neighborhood highlights,40.74744,-73.89697,Private room,,2,92,2.67,1,6
Neighborhood highlights,40.71043,-73.96628,Private room,226.0,4,55,1.55,2,161
,40.6884963,-73.9957434,Entire home/apt,150.0,30,13,0.41,1,196
,40.6802,-73.82021,Private room,,30,0,0.0,1,363
Neighborhood highlights,40.72,-74.0023,Private room,211.0,1,16,0.47,17,1
Neighborhood highlights,40.71988,-74.00079,Entire home/apt,200.0,1,42,1.27,17,6
Neighborhood highlights,40.672837889245656,-73.74101721092408,Private room,215.0,2,28,1.61,1,149
,40.75598,-73.88964,Entire home/apt,127.0,30,38,1.08,4,294
Neighborhood highlights,40.83922957217544,-73.78344929817226,Private room,180.0,30,0,0.0,1,269
,40.82473710840839,-73.94681318102177,Private room,151.0,30,2,0.08,1,365
Neighborhood highlights,40.72029,-74.00121,Entire home/apt,380.0,1,10,0.28,17,1
,40.72573,-74.00218,Entire home/apt,180.0,30,1,0.03,1,335
,40.7213,-73.9533,Entire home/apt,,30,0,0.0,1,0
,40.67889,-73.94949,Entire home/apt,140.0,90,1,0.79,1,353
Neighborhood highlights,40.638826122348085,-73.88505289484405,Private room,92.0,2,80,2.26,2,351
Neighborhood highlights,40.6820059,-73.96747599999999,Entire home/apt,452.0,31,0,0.0,1148,275
Neighborhood highlights,40.65,-73.89836,Private room,140.0,30,23,0.68,1,270
Neighborhood highlights,40.6720111,-73.811453,Private room,85.0,1,430,12.15,3,317
Neighborhood highlights,40.6720111,-73.811453,Private room,85.0,1,396,11.19,3,306
,40.64382577075339,-74.0158490821652,Entire home/apt,239.0,2,157,4.68,1,111
,40.82427,-73.94116,Private room,66.0,30,38,1.13,20,356
Neighborhood highlights,40.6720111,-73.811453,Private room,105.0,1,270,7.64,3,341
,40.8221,-73.94129,Private room,84.0,30,33,0.94,20,355
Neighborhood highlights,40.633,-73.91546,Private room,162.0,2,17,0.62,1,264
,40.71107,-73.99159,Entire home/apt,115.0,30,10,0.3,5,283
Neighborhood highlights,40.83366,-73.91642,Private room,69.0,30,6,0.25,3,316
Neighborhood highlights,40.72494,-74.00363,Entire home/apt,,30,0,0.0,1,0
,40.75754,-73.96633,Entire home/apt,260.0,30,2,0.09,7,364
,40.69203,-73.92954,Private room,,30,1,0.04,567,365
,40.74573729999999,-73.91276169999999,Entire home/apt,210.0,30,50,1.6,1,335
Neighborhood highlights,40.6820059,-73.96747599999999,Entire home/apt,397.0,31,0,0.0,1148,20
,40.7526556,-73.9724804,Private room,,3,2,0.06,1,0
,40.7247,-74.00234,Entire home/apt,350.0,30,0,0.0,1,364
Neighborhood highlights,40.64671,-73.89512,Private room,90.0,30,6,0.2,2,365
Neighborhood highlights,40.73471095624279,-73.88362712987335,Private room,51.0,30,6,0.21,150,37
,40.723299624221006,-73.94975922698364,Entire home/apt,,30,5,0.15,1,19
,40.7614,-73.98866,Entire home/apt,260.0,30,11,0.36,1,365
Neighborhood highlights,40.83883,-73.94079,Entire home/apt,250.0,30,15,0.44,1,270
,40.75986,-73.89961,Private room,,30,2,0.06,2,0
Neighborhood highlights,40.7332605,-73.9855281,Entire home/apt,1222.0,30,2,0.06,85,299
,40.74362,-74.00079,Entire home/apt,316.0,30,2,0.06,1,74
Neighborhood highlights,40.68815,-73.99741,Entire home/apt,162.0,31,6,0.17,1,121
,40.76433,-73.97712,Entire home/apt,,30,31,0.9,1,41
,40.74582,-73.81909,Shared room,252.0,2,66,1.88,1,144
,40.72894280000001,-73.983961,Entire home/apt,431.0,31,0,0.0,1148,138
,40.72894280000001,-73.983961,Entire home/apt,361.0,31,0,0.0,1148,257
,40.70784537520091,-73.95597110765578,Private room,196.0,30,0,0.0,2,365
Neighborhood highlights,40.7608191,-73.99941559999999,Entire home/apt,159.0,30,13,0.45,2,103
,40.76724,-73.99002,Entire home/apt,330.0,30,4,0.12,239,305
Neighborhood highlights,40.672947,-73.96191,Private room,,30,36,1.03,2,293
Neighborhood highlights,40.71315,-73.96314,Entire home/apt,157.0,30,13,0.4,4,332
,40.70486,-73.9213,Entire home/apt,,30,7,0.21,1,0
,40.79677,-73.94856,Private room,,30,2,0.06,1,0
Neighborhood highlights,40.73404,-73.88531,Private room,57.0,30,9,0.26,150,365
,40.69877,-73.91542,Private room,63.0,2,73,2.07,8,273
,40.78759,-73.98194,Entire home/apt,240.0,30,0,0.0,1,269
,40.8494,-73.93332,Private room,64.0,30,18,0.52,1,270
,40.6977712,-73.9361899,Entire home/apt,,30,14,0.42,1,59
Neighborhood highlights,40.74116685830423,-73.81716197787456,Private room,60.0,30,0,0.0,9,264
,40.68066,-73.91683,Entire home/apt,150.0,30,24,0.68,1,364
Neighborhood highlights,40.82762,-73.94213,Private room,60.0,30,6,0.18,1,364
Neighborhood highlights,40.6820059,-73.96747599999999,Entire home/apt,345.0,31,0,0.0,1148,265
,40.6752804,-73.8831275,Entire home/apt,199.0,2,100,2.83,1,344
Neighborhood highlights,40.7202,-73.9906,Private room,1027.0,1,349,10.26,3,295
Neighborhood highlights,40.8504,-73.86292,Entire home/apt,60.0,30,3,0.12,8,97
Neighborhood highlights,40.85237,-73.86246,Private room,43.0,30,10,0.43,8,102
Neighborhood highlights,40.85126959999999,-73.8615487,Private room,38.0,30,7,0.24,8,312
,40.71138,-73.95871,Entire home/apt,,30,2,0.07,1,0
,40.698813977573,-73.9362513229255,Entire home/apt,250.0,30,0,0.0,1,365
,40.72921,-74.0008,Private room,,365,0,0.0,1,90
Neighborhood highlights,40.66701,-73.83334,Private room,261.0,2,119,3.39,1,314
Neighborhood highlights,40.64761924438587,-73.95548734813929,Entire home/apt,216.0,30,30,0.86,2,303
,40.71238,-73.9545,Entire home/apt,110.0,30,1,0.04,1,178
Neighborhood highlights,40.67388589046668,-73.96227552971312,Private room,103.0,30,45,1.28,2,347
,40.64397999638371,-73.89480206455688,Private room,,30,3,0.09,2,0
Neighborhood highlights,40.71837,-73.99073,Entire home/apt,1019.0,1,196,5.75,3,281
Neighborhood highlights,40.67788,-73.97897,Entire home/apt,,30,1,0.03,2,0
Neighborhood highlights,40.72579,-73.95463,Entire home/apt,225.0,30,6,0.17,1,254
Neighborhood highlights,40.75273,-73.8964,Entire home/apt,141.0,30,13,0.44,1,331
,40.74298651160729,-73.95539447665215,Private room,280.0,30,0,0.0,1,270
,40.6906809424618,-73.96025902203279,Entire home/apt,253.0,30,0,0.0,1,365
Neighborhood highlights,40.7245532,-73.99462749999999,Entire home/apt,,31,0,0.0,1148,281
,40.7311085,-73.98308329999999,Entire home/apt,,31,1,0.03,1148,62
Neighborhood highlights,40.66194,-73.89086,Private room,168.0,1,86,2.98,1,259
Neighborhood highlights,40.6739735,-73.7592085,Entire home/apt,171.0,30,14,0.4,1,365
,40.75352,-73.96696,Entire home/apt,,30,1,0.03,1,0
,40.67506615997578,-73.87366833669093,Entire home/apt,193.0,2,102,2.9,1,180
,40.8696091,-73.9047281,Private room,75.0,30,2,0.08,1,365
,40.78469,-73.97809,Entire home/apt,700.0,30,0,0.0,1,364
Neighborhood highlights,40.69543,-73.74037,Entire home/apt,250.0,30,22,0.63,2,234
,40.78271,-73.9726,Entire home/apt,230.0,30,3,0.09,1,270
,40.70309,-73.90497,Private room,,30,0,0.0,567,365
,40.73868,-74.00411,Entire home/apt,940.0,30,20,0.59,1,351
Neighborhood highlights,40.72571,-73.79241,Entire home/apt,,30,0,0.0,3,0
,40.72607,-73.79079,Private room,,30,5,0.16,3,0
Neighborhood highlights,40.735,-73.91989,Private room,110.0,1,79,2.26,5,260
Neighborhood highlights,40.72652,-74.00542,Entire home/apt,200.0,31,22,0.63,1,115
,40.74004,-73.83085,Entire home/apt,93.0,30,17,0.51,1,335
Neighborhood highlights,40.89538,-73.84272,Entire home/apt,110.0,30,6,0.2,2,266
,40.76735995236335,-73.87802145613414,Private room,108.0,30,1,0.04,1,364
Neighborhood highlights,40.68278,-73.99151,Entire home/apt,,30,61,1.79,2,0
Neighborhood highlights,40.6284,-73.8965,Entire home/apt,80.0,30,19,0.54,1,269
Neighborhood highlights,40.7545,-73.92462,Entire home/apt,165.0,30,4,0.12,2,335
,40.76195,-73.98826,Entire home/apt,165.0,30,9,0.31,7,321
